"taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory",,
"2925850	Onosmodium virginianum (L.) A.DC.	4060483	Lithospermum virginianum L.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Boraginales	7226464	Boraginaceae	2498	Lithospermum	2926071	Lithospermum virginianum	4060483	NE",,
"3054357	Juglans nigra L.	3054357	Juglans nigra L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Juglandaceae	2499	Juglans	3054350	Juglans nigra	3054357	LC",,
"3170272	Asclepias variegata L.	3170272	Asclepias variegata L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Asclepias	3170229	Asclepias variegata	3170272	NE",,
"5414518	Sabatia difformis (L.) Druce	5414518	Sabatia difformis (L.) Druce	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Gentianaceae	2503	Sabatia	3170133	Sabatia difformis	5414518	NE",,
"2882742	Gaylussacia mosieri Small	2882742	Gaylussacia mosieri Small	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Gaylussacia	2882726	Gaylussacia mosieri	2882742	NE",,
"5289579	Aira elegantissima Schur	7948459	Aira elegans Willd. ex Roem. & Schult.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Aira	2702432	Aira elegans	7948459	NE",,
"2768003	Convallaria majuscula Greene	7582489	Convallaria pseudomajalis W.Bartram	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Convallaria	2752066	Convallaria pseudomajalis	7582489	NE",,
"3189760	Plantago heterophylla Nutt.	3189760	Plantago heterophylla Nutt.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Plantago	3189695	Plantago heterophylla	3189760	NE",,
"3190411	Ptelea trifoliata L.	3190411	Ptelea trifoliata L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Rutaceae	2396	Ptelea	3189970	Ptelea trifoliata	3190411	LC",,
"3190653	Ailanthus altissima (Mill.) Swingle	3190653	Ailanthus altissima (Mill.) Swingle	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Simaroubaceae	2395	Ailanthus	3190652	Ailanthus altissima	3190653	NE",,
"5289760	Phalaris caroliniana Walter	5289760	Phalaris caroliniana Walter	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Phalaris	2703277	Phalaris caroliniana	5289760	NE",,
"5345439	Astragalus canadensis L.	5345439	Astragalus canadensis L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Astragalus	2933951	Astragalus canadensis	5345439	NE",,
"2650633	Asplenium rhizophyllum L.	2650633	Asplenium rhizophyllum L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Aspleniaceae	6625	Asplenium	2650583	Asplenium rhizophyllum	2650633	NE",,
"2720558	Rhynchospora crinipes Gale	2720558	Rhynchospora crinipes Gale	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Rhynchospora	2701052	Rhynchospora crinipes	2720558	NE",,
"2724223	Carex jamesii Schwein.	2724223	Carex jamesii Schwein.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex jamesii	2724223	NE",,
"2740326	Uvularia floridana Chapm.	2740326	Uvularia floridana Chapm.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Liliales	1172	Colchicaceae	7697	Uvularia	2740309	Uvularia floridana	2740326	NE",,
"3024052	Amelanchier arborea (F.Michx.) Fernald	3024052	Amelanchier arborea (F.Michx.) Fernald	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Amelanchier	3023817	Amelanchier arborea	3024052	LC",,
"3032626	Boykinia aconitifolia Nutt.	3032626	Boykinia aconitifolia Nutt.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Saxifragaceae	2402	Boykinia	3032617	Boykinia aconitifolia	3032626	NE",,
"3188711	Ammannia coccinea Rottb.	3188711	Ammannia coccinea Rottb.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Lythraceae	6684	Ammannia	3188707	Ammannia coccinea	3188711	NE",,
"2688219	Selaginella rupestris (L.) Spring	2688219	Selaginella rupestris (L.) Spring	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Selaginellales	420	Selaginellaceae	6724	Selaginella	2688177	Selaginella rupestris	2688219	LC",,
"2728993	Carex blanda Dewey	2728993	Carex blanda Dewey	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex blanda	2728993	NE",,
"3033479	Ranunculus hispidus Michx.	3033479	Ranunculus hispidus Michx.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Ranunculus	3033294	Ranunculus hispidus	3033479	LC",,
"4270716	Carex livida var. radicaulis Paine	2723340	Carex livida (Wahlenb.) Willd.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex livida	2723340	",,
"2880967	Quercus falcata Michx.	2880967	Quercus falcata Michx.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus falcata	2880967	LC",,
"2984192	Galactia mollis Michx.	2984192	Galactia mollis Michx.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Galactia	2983979	Galactia mollis	2984192	NE",,
"3033920	Caulophyllum thalictroides (L.) Michx.	3033920	Caulophyllum thalictroides (L.) Michx.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Berberidaceae	6673	Caulophyllum	3033917	Caulophyllum thalictroides	3033920	NE",,
"4208487	Silphium dentatum var. gatesii (C.Mohr) H.E.Ahles	3092575	Silphium asperrimum Hook.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Silphium	3092563	Silphium asperrimum	3092575	",,
"5359378	Trifolium incarnatum L.	5359378	Trifolium incarnatum L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Trifolium	2973363	Trifolium incarnatum	5359378	LC",,
"2651330	Phegopteris connectilis (Michx.) Watt	2651330	Phegopteris connectilis (Michx.) Watt	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Thelypteridaceae	6618	Phegopteris	7953297	Phegopteris connectilis	2651330	NE",,
"2692634	Xyris stricta Chapm.	2692634	Xyris stricta Chapm.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Xyridaceae	8496	Xyris	2692599	Xyris stricta	2692634	NE",,
"2724855	Carex pensylvanica Lam.	2724855	Carex pensylvanica Lam.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex pensylvanica	2724855	NE",,
"3113685	Cirsium repandum Michx.	3113685	Cirsium repandum Michx.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Cirsium	3112554	Cirsium repandum	3113685	NE",,
"5275075	Woodsia ilvensis (L.) R.Br.	5275075	Woodsia ilvensis (L.) R.Br.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Woodsiaceae	3229365	Woodsia	2651007	Woodsia ilvensis	5275075	NE",,
"5275347	Thelypteris simulata (Davenp.) Nieuwl.	9970254	Coryphopteris simulata (Davenp.) S.E.Fawc.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Thelypteridaceae	6618	Coryphopteris	7321093	Coryphopteris simulata	9970254	NE",,
"5290121	Gymnopogon chapmanianus Hitchc.	5290121	Gymnopogon chapmanianus Hitchc.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Gymnopogon	2705515	Gymnopogon chapmanianus	5290121	NE",,
"2784534	Ponthieva racemosa (Walter) C.Mohr	2784534	Ponthieva racemosa (Walter) C.Mohr	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Ponthieva	8320085	Ponthieva racemosa	2784534	NE",,
"3119218	Helianthus glaucophyllus D.M.Sm.	3119218	Helianthus glaucophyllus D.M.Sm.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Helianthus	3119134	Helianthus glaucophyllus	3119218	NE",,
"5403041	Eupatorium pilosum Walter	5403041	Eupatorium pilosum Walter	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Eupatorium	3142374	Eupatorium pilosum	5403041	NE",,
"5414226	Ilex laevigata (Pursh) A.Gray	5414226	Ilex laevigata (Pursh) A.Gray	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Aquifoliales	7226638	Aquifoliaceae	6716	Ilex	10792217	Ilex laevigata	5414226	LC",,
"2651092	Polystichum braunii (Spenn.) Fée	2651092	Polystichum braunii (Spenn.) Fée	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Dryopteridaceae	2373	Polystichum	2651085	Polystichum braunii	2651092	NE",,
"2684709	Juniperus communis L.	2684709	Juniperus communis L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Cupressaceae	8144	Juniperus	2684359	Juniperus communis	2684709	LC",,
"2701978	Juncus repens Michx.	2701978	Juncus repens Michx.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Juncaceae	5353	Juncus	2701072	Juncus repens	2701978	NE",,
"2711745	Lipocarpha aristulata (Coville) G.C.Tucker	9568176	Cyperus aristulatus (Coville) Bauters	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Cyperus	2713455	Cyperus aristulatus	9568176	NE",,
"2712340	Scleria hirtella Sw.	2712340	Scleria hirtella Sw.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Scleria	2712271	Scleria hirtella	2712340	LC",,
"2883059	Rhododendron viscosum (L.) Torr.	2883059	Rhododendron viscosum (L.) Torr.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Rhododendron	2883026	Rhododendron viscosum	2883059	NE",,
"3151424	Symphyotrichum lowrieanum (Porter) G.L.Nesom	3151421	Symphyotrichum cordifolium (L.) G.L.Nesom	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Symphyotrichum	3151391	Symphyotrichum cordifolium	3151421	NE",,
"2702657	Dichanthelium wrightianum (Scribn.) Freckmann	2702657	Dichanthelium wrightianum (Scribn.) Freckmann	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Dichanthelium	2702537	Dichanthelium wrightianum	2702657	NE",,
"2712966	Scleria muehlenbergii Steud.	2712966	Scleria muehlenbergii Steud.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Scleria	2712271	Scleria muehlenbergii	2712966	LC",,
"2726360	Carex grayi J.Carey	2726360	Carex grayi J.Carey	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex grayi	2726360	NE",,
"3034052	Persea palustris (Raf.) Sarg.	3034052	Persea palustris (Raf.) Sarg.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Laurales	407	Lauraceae	6688	Persea	3034041	Persea palustris	3034052	VU",,
"5408625	Lobelia canbyi A.Gray	5408625	Lobelia canbyi A.Gray	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Campanulaceae	8801	Lobelia	2756426	Lobelia canbyi	5408625	NE",,
"5681953	Chamaedaphne calyculata var. latifolia (Aiton) Fernald	5333436	Chamaedaphne calyculata (L.) Moench	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Chamaedaphne	8388331	Chamaedaphne calyculata	5333436	",,
"7070132	Scleria pauciflora var. pauciflora	7070132	Scleria pauciflora var. pauciflora	1	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Scleria	2712271	Scleria pauciflora	2712557	",,
"7070297	Carex brunnescens subsp. brunnescens	7070297	Carex brunnescens subsp. brunnescens	1	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex brunnescens	2728226	",,
"8114276	Lespedeza cuneata (Dum.Cours.) G.Don	8114276	Lespedeza cuneata (Dum.Cours.) G.Don	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lespedeza	2955600	Lespedeza cuneata	8114276	LC",,
"2976085	Baptisia albescens Small	2976085	Baptisia albescens Small	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Baptisia	2976053	Baptisia albescens	2976085	NE",,
"3033197	Aquilegia canadensis L.	3033197	Aquilegia canadensis L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Aquilegia	3033167	Aquilegia canadensis	3033197	NE",,
"5415032	Buchnera americana L.	5415032	Buchnera americana L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Orobanchaceae	6651	Buchnera	3172224	Buchnera americana	5415032	NE",,
"2705929	Axonopus furcatus (Flüggé) Hitchc.	2705929	Axonopus furcatus (Flüggé) Hitchc.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Axonopus	2705922	Axonopus furcatus	2705929	NE",,
"2873972	Asarum virginicum L.	5331105	Hexastylis virginica (L.) Small	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Piperales	404	Aristolochiaceae	3066	Hexastylis	2873958	Hexastylis virginica	5331105	NE",,
"3098662	Phoebanthus tenuifolia (Torr. & A.Gray) S.F.Blake	3098662	Phoebanthus tenuifolia (Torr. & A.Gray) S.F.Blake	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Phoebanthus	3098661	Phoebanthus tenuifolia	3098662	NE",,
"8598241	Centella erecta (L.fil.) Fernald	8598241	Centella erecta (L.fil.) Fernald	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Apiaceae	6720	Centella	3034124	Centella erecta	8598241	NE",,
"2879737	Quercus alba L.	2879737	Quercus alba L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus alba	2879737	LC",,
"6425048	Osmunda regalis var. spectabilis (Willd.) A.Gray	7319878	Osmunda spectabilis Willd.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Osmundales	7229403	Osmundaceae	2370	Osmunda	2650254	Osmunda spectabilis	7319878	",,
"2730250	Eriophorum virginicum L.	2730250	Eriophorum virginicum L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Eriophorum	2730118	Eriophorum virginicum	2730250	LC",,
"2873915	Linum virginianum L.	2873915	Linum virginianum L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Linaceae	2493	Linum	2873855	Linum virginianum	2873915	NE",,
"2976149	Baptisia ×microphylla Nutt.	2976149	Baptisia ×microphylla Nutt.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Baptisia	2976053	Baptisia microphylla	2976149	NE",,
"3039184	Ampelopsis arborea (L.) Koehne	8099353	Nekemias arborea (L.) J.Wen & Boggan	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Vitales	7222050	Vitaceae	6672	Nekemias	7293938	Nekemias arborea	8099353	NE",,
"3172444	Utricularia juncea Vahl	3172444	Utricularia juncea Vahl	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lentibulariaceae	2391	Utricularia	3172398	Utricularia juncea	3172444	LC",,
"4168241	Vaccinium sempervirens D.A.Rayner & J.Hend.	2882960	Vaccinium crassifolium Andrews	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Vaccinium	2882813	Vaccinium crassifolium	2882960	NE",,
"5296111	Sisyrinchium atlanticum E.P.Bicknell	5296111	Sisyrinchium atlanticum E.P.Bicknell	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Iridaceae	7698	Sisyrinchium	8311345	Sisyrinchium atlanticum	5296111	NE",,
"5408793	Lobelia glandulosa Walter	5408793	Lobelia glandulosa Walter	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Campanulaceae	8801	Lobelia	2756426	Lobelia glandulosa	5408793	NE",,
"7795803	Carphephorus odoratissimus (J.F.Gmel.) H.J.-C.Hebert	7795803	Carphephorus odoratissimus (J.F.Gmel.) H.J.-C.Hebert	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Carphephorus	3112031	Carphephorus odoratissimus	7795803	NE",,
"2702651	Dichanthelium villosissimum (Nash) Freckmann	2702651	Dichanthelium villosissimum (Nash) Freckmann	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Dichanthelium	2702537	Dichanthelium villosissimum	2702651	NE",,
"2708280	Fimbristylis autumnalis (L.) Roem. & Schult.	2708280	Fimbristylis autumnalis (L.) Roem. & Schult.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Fimbristylis	2708034	Fimbristylis autumnalis	2708280	LC",,
"2723628	Carex albolutescens Schwein.	2723628	Carex albolutescens Schwein.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex albolutescens	2723628	NE",,
"2864326	Pleea tenuifolia Michx.	2864326	Pleea tenuifolia Michx.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Tofieldiaceae	3724	Pleea	2740389	Pleea tenuifolia	2864326	NE",,
"2879947	Quercus muehlenbergii Engelm.	2879947	Quercus muehlenbergii Engelm.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus muehlenbergii	2879947	LC",,
"3188750	Lythrum lineare L.	3188750	Lythrum lineare L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Lythraceae	6684	Lythrum	3188731	Lythrum lineare	3188750	NE",,
"5369702	Geum virginianum L.	5369702	Geum virginianum L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Geum	3024294	Geum virginianum	5369702	NE",,
"2688393	Lycopodium clavatum L.	2688393	Lycopodium clavatum L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Lycopodiales	421	Lycopodiaceae	6725	Lycopodium	2688247	Lycopodium clavatum	2688393	NE",,
"2705642	Paspalum floridanum Michx.	2705642	Paspalum floridanum Michx.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Paspalum	2705540	Paspalum floridanum	2705642	NE",,
"2706008	Phleum pratense subsp. pratense	2706008	Phleum pratense subsp. pratense	1	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Phleum	2706001	Phleum pratense	9014945	",,
"3172006	Seymeria pectinata Pursh	3172006	Seymeria pectinata Pursh	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Orobanchaceae	6651	Seymeria	3172002	Seymeria pectinata	3172006	NE",,
"5290191	Setaria glauca (L.) P.Beauv.	5828197	Cenchrus americanus (L.) Morrone	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Cenchrus	2703201	Cenchrus americanus	5828197	NE",,
"7990464	Acer rubrum var. rubrum	7990464	Acer rubrum var. rubrum	3	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Acer	3189834	Acer rubrum	3189883	",,
"2702633	Dichanthelium aciculare (Desv.) Gould & C.A.Clark	2702633	Dichanthelium aciculare (Desv.) Gould & C.A.Clark	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Dichanthelium	2702537	Dichanthelium aciculare	2702633	NE",,
"3189767	Plantago major L.	3189767	Plantago major L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Plantago	3189695	Plantago major	3189767	LC",,
"5292341	Bulbostylis capillaris (L.) Kunth ex C.B.Clarke	5292341	Bulbostylis capillaris (L.) Kunth ex C.B.Clarke	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Bulbostylis	2719209	Bulbostylis capillaris	5292341	LC",,
"5385600	Antennaria solitaria Rydb.	5385600	Antennaria solitaria Rydb.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Antennaria	3087998	Antennaria solitaria	5385600	NE",,
"2727934	Carex triangularis Boeckeler	2727934	Carex triangularis Boeckeler	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex triangularis	2727934	NE",,
"3068480	Chamaesyce cordifolia (Elliott) Small	3068479	Euphorbia cordifolia Elliott	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Euphorbia	11397237	Euphorbia cordifolia	3068479	NE",,
"3169169	Celastrus orbiculatus Thunb.	3169169	Celastrus orbiculatus Thunb.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Celastrales	950	Celastraceae	6715	Celastrus	3169168	Celastrus orbiculatus	3169169	NE",,
"3170251	Asclepias lanceolata Walter	3170251	Asclepias lanceolata Walter	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Asclepias	3170229	Asclepias lanceolata	3170251	NE",,
"3170296	Asclepias connivens Baldw.	3170296	Asclepias connivens Baldw.	1	SPECIES	DOUBTFUL	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Asclepias	3170229	Asclepias connivens	3170296	NE",,
"5372401	Vitis vulpina L.	5372401	Vitis vulpina L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Vitales	7222050	Vitaceae	6672	Vitis	7467468	Vitis vulpina	5372401	NE",,
"2702076	Juncus polycephalus Michx.	2702076	Juncus polycephalus Michx.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Juncaceae	5353	Juncus	2701072	Juncus polycephalus	2702076	NE",,
"2718298	Schoenoplectus robustus (Pursh) M.T.Strong	2718292	Bolboschoenus robustus (Pursh) Soják	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Bolboschoenus	2718273	Bolboschoenus robustus	2718292	NE",,
"2720171	Scirpus cyperinus (L.) Kunth	2720171	Scirpus cyperinus (L.) Kunth	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Scirpus	2720078	Scirpus cyperinus	2720171	LC",,
"3172434	Utricularia simulans Pilg.	3172434	Utricularia simulans Pilg.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lentibulariaceae	2391	Utricularia	3172398	Utricularia simulans	3172434	NE",,
"7824379	Plantago maritima Willk.	7989044	Plantago crassifolia Forssk.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Plantago	3189695	Plantago crassifolia	7989044	NE",,
"2684178	Thuja occidentalis L.	2684178	Thuja occidentalis L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Cupressaceae	8144	Thuja	2684168	Thuja occidentalis	2684178	LC",,
